"spp","disp","r2_conditional","r2_marginal","beta_yr","se_yr","p_yr","status","park","breeding.biome","winter.biome","family","bird.group","AI","migrate","native","body.mass","trophic.level","trophic.niche","habitat","habitat.density"
"ROPI",-0.850663198371316,0.765767320561713,0.251737974346937,-0.555180637588599,0.15246065850923,0.000271087629466028,"Decreasing","Genesee Park","Introduced","Introduced","Columbidae","other","other","Introduced","Introduced",354.2,"Herbivore","Granivore","Human Modified",3
"RTHA",-1.6886798516452,0.951577129142034,0.158230636714825,-0.968063194634634,0.417099176045025,0.0202899486428434,"Apparantly stable","Genesee Park","Habitat Generalist","Widespread","Accipitridae","landbird","other","M","native",1101.2,"Carnivore","Vertivore","Woodland",2
"SAVS",-0.864910963596997,0.890373519507845,0.0264699953239746,-0.263149703145477,0.121041033736207,0.0297011050884748,"Apparantly stable","Genesee Park","Grassland","Temperate North America","Passerellidae","landbird","other","M","native",20,"Omnivore","Omnivore","Grassland",3
"SBIG",-0.944168569509059,0.916938219071462,0.0752193252845128,-0.509621551098198,0.122503666101934,3.18175942162523e-05,"Apparantly stable","Genesee Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",412.5,"Carnivore","Omnivore","Coastal",3
"SOSP",-1.04001561047106,0.926682340723916,0.145637193201959,0.754771586007703,0.0914698904285022,1.56307254399647e-16,"Apparantly stable","Genesee Park","Habitat Generalist","Temperate North America","Passerellidae","landbird","other","M","native",21.9,"Omnivore","Omnivore","Shrubland",2
"SPTO",-1.11911557575174,0.941332779070129,0.0756339954432514,0.608057222445972,0.172862599427595,0.000435508650349753,"Apparantly stable","Genesee Park","Western Forest","Temperate North America","Passerellidae","landbird","other","M","native",39.3,"Omnivore","Omnivore","Forest",2
"SSHA",-1.18325305916178,0.818022846872051,0.715207073050385,-1.06167393450309,0.396443549706753,0.00740642734068209,"Decreasing","Genesee Park","Forest Generalist","Widespread","Accipitridae","landbird","other","M","native",130.6,"Carnivore","Vertivore","Forest",1
"STJA",-1.08648097216699,0.821873467088569,0.298946934552513,0.693771464198384,0.188478506502827,0.000232407652566701,"Increasing","Genesee Park","Western Forest","Temperate North America","Corvidae","landbird","other","R","native",128,"Omnivore","Omnivore","Forest",1
"VASW",-1.38432046690692,0.801167838827945,0.421855909121123,-0.780049997510474,0.246051947200006,0.00152299712281047,"Decreasing","Genesee Park","Western Forest","Mexico-Central America","Apodidae","landbird","AI","M","native",17.1,"Carnivore","Invertivore","Forest",1
"VGSW",-1.35318111622438,0.760959374165182,0.149129591507094,-0.422989652480247,0.119497337050725,0.000400519520945132,"Apparantly stable","Genesee Park","Western Forest","Mexico-Central America","Hirundinidae","landbird","AI","M","native",14.1,"Carnivore","Invertivore","Forest",3
"WAVI",-1.4552423110745,0.810276088730313,0.221141722987437,-0.578173254246009,0.507340245927068,0.254446158344699,"Apparantly stable","Genesee Park","Forest Generalist","Mexico-Central America","Vireonidae","landbird","other","M","native",12.7,"Carnivore","Invertivore","Forest",1
"WCSP",-0.993302582476833,0.913637034381441,0.0548709484586765,-0.426865590519214,0.219911177514464,0.0522483528142989,"Apparantly stable","Genesee Park","Habitat Generalist","Temperate North America","Passerellidae","landbird","other","M","native",28,"Omnivore","Omnivore","Shrubland",2
"WEGR",-1.86720326415469,0.996718936523938,0.0405721862778334,-1.88317455337713,0.472241486826454,6.67067297138985e-05,"Apparantly stable","Genesee Park","Wetland","Temperate North America","Podicipedidae","waterbird","other","M","native",1137,"Carnivore","Aquatic predator","Wetland",3
"WIWA",-1.52413670837462,0.813998736023549,0.242119835219293,0.610999598681537,0.481258359939314,0.204231603839301,"Apparantly stable","Genesee Park","Forest Generalist","Mexico-Central America","Parulidae","landbird","other","M","native",7,"Carnivore","Invertivore","Forest",1
"YRWA",-0.942093820999626,0.712582855400385,0.643862419690906,0.801537584285637,0.343959491748748,0.0197889525098373,"Increasing","Genesee Park","Forest Generalist","Widespread","Parulidae","landbird","other","M","native",11.9,"Carnivore","Invertivore","Forest",1
"AMPI",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Arctic Tundra","Temperate North America","Motacillidae","landbird","other","M","native",20.7,"Carnivore","Invertivore","Grassland",3
"BAOW",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Forest Generalist","Temperate North America","Strigidae","landbird","other","R","native",711.5,"Carnivore","Vertivore","Forest",2
"BLSW",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Western Forest","South America","Apodidae","landbird","AI","M","native",39.7,"Carnivore","Invertivore","Forest",1
"BRCR",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Forest Generalist","Temperate North America","Certhiidae","landbird","other","M","native",8.1,"Carnivore","Invertivore","Forest",1
"CACG",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2811.7,"Herbivore","Herbivore terrestrial","Grassland",3
"CLSW",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",21.6,"Carnivore","Invertivore","Grassland",3
"COLO",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Temperate North America","Gaviidae","waterbird","other","M","native",4956.8,"Carnivore","Aquatic predator","Wetland",3
"DUNL",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Arctic Tundra","Widespread","Scolopacidae","shorebird","other","M","native",51.9,"Carnivore","Aquatic predator","Wetland",3
"EAGR",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Temperate North America","Podicipedidae","waterbird","other","M","native",412.4,"Carnivore","Aquatic predator","Wetland",3
"EUWI",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Accidental","Accidental","Anatidae","waterfowl","other","M","accidental",770,"Herbivore","Omnivore","Wetland",3
"FOSP",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Forest Generalist","Temperate North America","Passerellidae","landbird","other","M","native",33.3,"Omnivore","Omnivore","Forest",1
"GRHE",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Widespread","Ardeidae","waterbird","other","M","native",201.5,"Carnivore","Aquatic predator","Wetland",3
"GRSC",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",1005.4,"Omnivore","Aquatic predator","Wetland",3
"GWFG",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2506.4,"Herbivore","Herbivore terrestrial","Grassland",3
"GWTE",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",341.9,"Herbivore","Herbivore aquatic","Wetland",3
"HADU",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Marine","Anatidae","waterfowl","other","M","native",561.6,"Carnivore","Aquatic predator","Marine",3
"HEEG",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Coasts","Coastal","Laridae","waterbird","other","M","native",499.99,"Carnivore","Aquatic predator","Coastal",3
"HERG",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",1091,"Carnivore","Aquatic predator","Coastal",3
"ICGU",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Arctic Tundra","Coastal","Laridae","waterbird","other","M","native",693.31,"Carnivore","Aquatic predator","Coastal",3
"KILL",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Habitat Generalist","Widespread","Charadriidae","shorebird","other","M","native",96.4,"Carnivore","Omnivore","Wetland",3
"LESA",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Widespread","Scolopacidae","shorebird","other","M","native",22.9,"Carnivore","Aquatic predator","Wetland",3
"LISP",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Boreal Forest","Temperate North America","Passerellidae","landbird","other","M","native",16.6,"Omnivore","Omnivore","Wetland",2
"MODO",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Habitat Generalist","Widespread","Columbidae","landbird","other","M","native",118.9,"Herbivore","Granivore","Human Modified",3
"NAWA",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Boreal Forest","Mexico-Central America","Parulidae","landbird","other","M","native",8.1,"Carnivore","Invertivore","Forest",3
"NOPI",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",944.6,"Herbivore","Herbivore aquatic","Wetland",3
"OSFL",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Forest Generalist","South America","Tyrannidae","landbird","AI","M","native",32.1,"Carnivore","Invertivore","Forest",1
"PEFA",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Habitat Generalist","Widespread","Falconidae","landbird","other","M","native",760,"Carnivore","Vertivore","Grassland",3
"PISI",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",12.7,"Herbivore","Granivore","Forest",1
"PIWO",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Eastern Forest","Temperate North America","Picidae","landbird","other","R","native",286.6,"Carnivore","Invertivore","Forest",1
"RBNU",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Forest Generalist","Temperate North America","Sittidae","landbird","other","M","native",9.8,"Omnivore","Omnivore","Forest",1
"RUHU",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Western Forest","Mexico-Central America","Trochilidae","landbird","other","M","native",3.5,"Herbivore","Nectarivore","Forest",2
"RWBL",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Habitat Generalist","Temperate North America","Icteridae","landbird","other","M","native",50.8,"Herbivore","Granivore","Wetland",3
"SNGO",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2636.2,"Herbivore","Herbivore terrestrial","Grassland",3
"SPSA",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Widespread","Scolopacidae","shorebird","other","M","native",40.4,"Carnivore","Aquatic predator","Wetland",3
"TOWA",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Western Forest","Mexico-Central America","Parulidae","landbird","other","M","native",8.8,"Carnivore","Invertivore","Forest",1
"TRES",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Habitat Generalist","Widespread","Hirundinidae","landbird","AI","M","native",21.2,"Carnivore","Invertivore","Wetland",3
"TRUS",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",11071.1,"Herbivore","Herbivore aquatic","Wetland",3
"VATH",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Western Forest","Temperate North America","Turdidae","landbird","other","M","native",77.5,"Omnivore","Omnivore","Forest",1
"VESP",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Grassland","Southwestern Aridlands","Passerellidae","landbird","other","M","native",25.7,"Omnivore","Omnivore","Grassland",3
"WEFL",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Western Forest","Mexico-Central America","Tyrannidae","landbird","other","M","native",10.7,"Carnivore","Invertivore","Forest",1
"WEGU",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Coasts","Coastal","Laridae","waterbird","other","M","native",922.8,"Carnivore","Omnivore","Marine",3
"WETA",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Western Forest","Mexico-Central America","Cardinalidae","landbird","other","M","native",28.1,"Carnivore","Invertivore","Forest",1
"WEWP",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Western Forest","South America","Tyrannidae","landbird","AI","M","native",13.1,"Carnivore","Invertivore","Forest",1
"WIFL",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Eastern Forest","Widespread Neotropical","Tyrannidae","landbird","other","M","native",13.4,"Carnivore","Invertivore","Shrubland",2
"YEWA",NA,NA,NA,NA,NA,NA,"Data deficient","Genesee Park","Forest Generalist","Widespread Neotropical","Parulidae","landbird","other","M","native",10.2,"Carnivore","Invertivore","Shrubland",1
"AGOL",-1.21480022971258,0.871948071677849,0.0675304899259599,-0.388188734397615,0.107049976413173,0.000287579880176136,"Apparantly stable","Golden Gardens Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",12.8,"Herbivore","Granivore","Forest",1
"AMCR",-1.05132343174577,0.843874513970819,0.000932263555196158,0.0413065088232802,0.0653320139872939,0.527220100048708,"Apparantly stable","Golden Gardens Park","Habitat Generalist","Temperate North America","Corvidae","landbird","other","M","native",448.8,"Omnivore","Omnivore","Human Modified",2
"AMRO",-1.19028627036881,0.907326207296337,0.0229523240557612,-0.266024051705353,0.0734213017841511,0.000290919481240812,"Apparantly stable","Golden Gardens Park","Forest Generalist","Temperate North America","Turdidae","landbird","other","M","native",78.5,"Omnivore","Invertivore","Forest",3
"AMWI",-1.38948723257839,0.967641243455506,0.00668267448005543,-0.242921122835905,0.123476121739753,0.0491425247906545,"Apparantly stable","Golden Gardens Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",754.6,"Herbivore","Omnivore","Wetland",3
"ANHU",-0.928734945263289,0.940393649183758,0.0299521851160279,0.378925669930062,0.0836731526231296,5.93642600808172e-06,"Apparantly stable","Golden Gardens Park","Aridlands","Temperate North America","Trochilidae","landbird","other","M","native",4.2,"Herbivore","Nectarivore","Woodland",2
"BAEA",-1.26151237611465,NA,0.216541152772515,0.281027077096315,0.187213366828221,0.133328190189753,"Apparantly stable","Golden Gardens Park","Wetland","Temperate North America","Accipitridae","landbird","other","M","native",4700.6,"Carnivore","Omnivore","Wetland",3
"BAGO",-1.34354610297636,0.926568235034423,0.130269661615883,-0.711976563381019,0.171463029179771,3.29061217546997e-05,"Apparantly stable","Golden Gardens Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",921.2,"Carnivore","Aquatic predator","Wetland",3
"BAOW",-1.58546421120818,0.911146020669943,4.49023388645971e-06,-0.00379998672171932,0.449511299416703,0.993255086960778,"Apparantly stable","Golden Gardens Park","Forest Generalist","Temperate North America","Strigidae","landbird","other","R","native",711.5,"Carnivore","Vertivore","Forest",2
"BARS",-1.2146280092739,0.905066691414175,0.426704028163709,-1.13328750790359,0.218506340713027,2.14260014847735e-07,"Decreasing","Golden Gardens Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",17.9,"Carnivore","Invertivore","Human Modified",3
"BCCH",-0.85226346453977,0.931556672924248,0.00233858969169657,-0.0988092261296032,0.0701909102820882,0.159213668421331,"Apparantly stable","Golden Gardens Park","Forest Generalist","Temperate North America","Paridae","landbird","other","R","native",10.8,"Omnivore","Invertivore","Forest",1
"BEKI",-1.29368995893134,0.936399537700847,0.0138480238763515,0.249430641916416,0.133550593704696,0.061805780418155,"Apparantly stable","Golden Gardens Park","Wetland","Widespread","Alcedinidae","landbird","other","M","native",148,"Carnivore","Aquatic predator","Riverine",3
"BEWR",-1.19074220758722,0.917116100314861,0.0164176726679695,0.237906740484072,0.0874965261571859,0.0065471269321066,"Apparantly stable","Golden Gardens Park","Aridlands","Temperate North America","Troglodytidae","landbird","other","R","native",9.9,"Carnivore","Invertivore","Shrubland",2
